ci,tipo_tramite,fecha,codigo_qr
887,renovacion,11/12/2020,9o981y8614s8:22694
8743,nuevo,11/12/2020,5j970s4092f9:10998
2162,nuevo,11/12/2020,5p622h6555l9:89701
8283,perdida,11/12/2020,2y442t3349p7:67512
1544,renovacion,11/12/2020,3g605f9642f0:52041
4516,renovacion,11/12/2020,7k203x5115i5:32722
4747,perdida,11/12/2020,5d555y5366u0:12328
9112,perdida,11/12/2020,1f670u8160k7:53407
9499,nuevo,11/12/2020,4g983w8705r9:56655
8523,renovacion,11/12/2020,7w668e7811x6:76956
4154,renovacion,11/12/2020,8y955v8878b6:26120
6465,nuevo,11/12/2020,3m392a8034s9:12848
1590,renovacion,11/12/2020,5w894y4765y5:29392
1192,renovacion,11/12/2020,1t787r9124y0:97961
9280,perdida,11/12/2020,9e983l5479a2:51309
6066,renovacion,11/12/2020,9v872n6538x7:17234
3565,nuevo,11/12/2020,9s289r8256y5:59673
5413,renovacion,11/12/2020,2g101d5768a3:38060
1657,nuevo,11/12/2020,6i768n8363z9:50033
3511,renovacion,11/12/2020,7x601k5674p8:34581
3947,nuevo,11/12/2020,8k998b2983u3:74482
6240,renovacion,11/12/2020,2o534m8320t3:96943
7366,renovacion,11/12/2020,6g676c7180p5:31065
9515,nuevo,11/12/2020,5r533n1337h1:90472
4128,renovacion,11/12/2020,2k351r3620a2:19863
9541,perdida,11/12/2020,6b228b5084x8:31826
6055,renovacion,11/12/2020,7n846v5246v4:24020
9419,nuevo,11/12/2020,2l962c5359f7:31313
9427,nuevo,11/12/2020,7p111a8938n0:73925
4149,renovacion,11/12/2020,7s137u6402n5:67288
462,renovacion,11/12/2020,5n521j4489b8:30459
8026,perdida,11/12/2020,8q243f2668s1:68244
3707,perdida,11/12/2020,3o156g5855r7:61015
7061,perdida,11/12/2020,6u906p2832z1:69294
9433,nuevo,11/12/2020,7l914n1787d0:27642
5751,renovacion,11/12/2020,7t266k1932j5:30176
8960,renovacion,11/12/2020,7t230g5995m3:75371
3226,nuevo,11/12/2020,8g208i9588q3:30259
4817,renovacion,11/12/2020,8v374y4722h3:24988
8656,renovacion,11/12/2020,4m439u6815e2:81512
5219,nuevo,11/12/2020,6s347d6304r4:74603
2014,perdida,11/12/2020,9m813c7488c1:48162
6862,nuevo,11/12/2020,9h534r9926y9:15149
5465,perdida,11/12/2020,7r956f9821i6:89766
8531,renovacion,11/12/2020,8n645r1655e1:65935
3566,perdida,11/12/2020,5k289s8071l3:62282
7480,nuevo,11/12/2020,3c438a3855y8:25484
9087,renovacion,11/12/2020,2p692a1578p9:66312
2872,renovacion,11/12/2020,5s960t2753n1:49216
6684,renovacion,11/12/2020,4w585z8939k5:51167
3598,renovacion,11/12/2020,2q774j8281w9:41039
1877,renovacion,11/12/2020,8m914y6912l6:62377
1226,perdida,11/12/2020,8p632t1058x5:59018
6420,renovacion,11/12/2020,3z758p8587i6:33404
152,renovacion,11/12/2020,4a901m6367m8:96031
3124,perdida,11/12/2020,2d336h3536l1:16265
3981,renovacion,11/12/2020,3t440n7614e7:65236
2469,nuevo,11/12/2020,2k327j4026z2:27584
1556,renovacion,11/12/2020,2n736w8601i5:45010
6344,perdida,11/12/2020,4x333h7939w4:87193
1509,nuevo,11/12/2020,9k750s6037y1:93073
4741,renovacion,11/12/2020,9z763i3958p4:52458
5421,perdida,11/12/2020,2d404l3563d2:43659
6548,renovacion,11/12/2020,9z285f5529a7:33210
5691,renovacion,11/12/2020,4i221v8087c4:70229
558,renovacion,11/12/2020,6f935s1032w5:84878
4407,perdida,11/12/2020,2o861o2698m9:92020
6890,renovacion,11/12/2020,3y795r4142r7:41778
901,perdida,11/12/2020,7n167t2202a6:46323
7918,renovacion,11/12/2020,1k306o6729w9:44724
359,nuevo,11/12/2020,4s746t2571p5:72693
2055,renovacion,11/12/2020,2m991c6569a9:31054
6519,perdida,11/12/2020,8h351m6946j3:57019
2999,renovacion,11/12/2020,9g312d3214n4:43319
3263,renovacion,11/12/2020,1e662d1217w8:36123
1857,renovacion,11/12/2020,3q499u1615v5:15104
8122,renovacion,11/12/2020,6m655y9958y5:87168
5849,renovacion,11/12/2020,1l516h1464y2:32799
6783,renovacion,11/12/2020,9l900c7158q9:76077
1900,perdida,11/12/2020,2t726z4199y8:70779
8220,renovacion,11/12/2020,1t533d2339d2:64041
6256,nuevo,11/12/2020,5d995a8193c1:37493
9408,renovacion,11/12/2020,5d224g5678j1:13122
9766,renovacion,11/12/2020,7o774o8262r7:18984
9411,renovacion,11/12/2020,8g224o8024f4:56842
7616,nuevo,11/12/2020,4j778s3479e0:74491
9362,renovacion,11/12/2020,2m972p4260d2:66947
5123,nuevo,11/12/2020,8h946f5761p9:18655
5585,renovacion,11/12/2020,5u233k5233r6:79028
7248,nuevo,11/12/2020,6m238t1170o0:28805
1704,perdida,11/12/2020,8q126e8273q1:90592
5283,nuevo,11/12/2020,2k685d8459u3:82399
8362,nuevo,11/12/2020,1k988q4445n1:23346
1338,renovacion,11/12/2020,4d848n1140f6:20185
2670,nuevo,11/12/2020,5s891x3528x5:60890
6653,renovacion,11/12/2020,6m960k5158d0:55916
6460,perdida,11/12/2020,4o423u1879t1:57664
4284,nuevo,11/12/2020,3j218p3007j4:69271
8476,perdida,11/12/2020,6e568q1415w9:10541
9890,renovacion,11/12/2020,9l788w6237t0:99682
5307,renovacion,11/12/2020,5x570v1432v5:42461
9202,renovacion,11/12/2020,5o897w8175j5:37475
291,perdida,11/12/2020,5m365p1398c5:66387
934,nuevo,11/12/2020,1i699b2294x9:60625
4843,renovacion,11/12/2020,7l625u1738k4:65441
9946,nuevo,11/12/2020,5x826c6216t8:18882
7894,nuevo,11/12/2020,4f850y1371f5:38606
4426,renovacion,11/12/2020,8v125i4929w5:46859
2143,renovacion,11/12/2020,4q483m2966i9:51858
8796,perdida,11/12/2020,4g221l6317d5:31866
9467,nuevo,11/12/2020,5g608d1396v1:93824
3487,nuevo,11/12/2020,7l454u8857e5:68633
2394,renovacion,11/12/2020,3z907n7044l1:60651
2334,perdida,11/12/2020,8p600u2619t3:88249
4647,nuevo,11/12/2020,7z480c8005j8:71692
2580,nuevo,11/12/2020,8i481z7906a8:13715
4011,perdida,11/12/2020,4i646h5031t6:63547
5728,renovacion,11/12/2020,6u288t7512r7:84518
4003,perdida,11/12/2020,7v407y9722y0:55742
9231,renovacion,11/12/2020,3l713t4942b7:28082
5225,nuevo,11/12/2020,2g528g9557b9:94624
3742,renovacion,11/12/2020,7u973e7191e1:55521
6575,nuevo,11/12/2020,6v919r6854z2:10417
6716,perdida,11/12/2020,2j897c1590z6:37446
6474,perdida,11/12/2020,7e998e7666g1:74592
7361,renovacion,11/12/2020,9j724q2153p2:39631
8838,perdida,11/12/2020,7z726r2389c6:71788
1622,nuevo,11/12/2020,8l366j6609b4:16093
1517,perdida,11/12/2020,9q152f5366d1:32566
5256,nuevo,11/12/2020,6o628e7680d6:25253
6875,renovacion,11/12/2020,9e365i6490a7:65436
2080,perdida,11/12/2020,2d398n9452l5:27092
3818,perdida,11/12/2020,8y481b4058s7:78170
6488,nuevo,11/12/2020,6y443y5632d8:92373
1043,renovacion,11/12/2020,9n325r4030j2:60399
7148,perdida,11/12/2020,3n860b4863n5:19162
5498,renovacion,11/12/2020,2c992h1882b0:54617
5878,renovacion,11/12/2020,1h580x5972s3:81779
5712,renovacion,11/12/2020,8r213s8948o7:62090
9579,renovacion,11/12/2020,2z673o9769v4:84398
7068,renovacion,11/12/2020,2h714r3636b0:63227
6078,nuevo,11/12/2020,4s402f6681d2:25924
1140,nuevo,11/12/2020,8h908v2833s6:95683
3062,renovacion,11/12/2020,2n187t4136a4:51853
7604,renovacion,11/12/2020,3c146a6517v7:44591
9084,renovacion,11/12/2020,4w257t9118g4:99884
3723,nuevo,11/12/2020,6i670n5412j5:88457
5712,renovacion,11/12/2020,5t786l7586m9:78924
7503,nuevo,11/12/2020,1m107f5000q5:93407
553,renovacion,11/12/2020,1s792y5890u4:26338
5342,renovacion,11/12/2020,4p683e2395a8:32638
5238,nuevo,11/12/2020,2k546a7636h4:66868
4982,renovacion,11/12/2020,5n546p3021t7:43346
8401,nuevo,11/12/2020,8q874g6182r4:89862
9163,renovacion,11/12/2020,6l723n3780b0:72640
4218,nuevo,11/12/2020,9n581i6222q4:21907
2015,renovacion,11/12/2020,3k473y7398i4:16610
8848,perdida,11/12/2020,6n554u5492s3:55395
7079,perdida,11/12/2020,4w219o8649m1:57307
6970,renovacion,11/12/2020,9p638b4015f3:57383
3937,perdida,11/12/2020,5c420j8069x1:56517
3031,nuevo,11/12/2020,1h390o4993w3:27660
5657,perdida,11/12/2020,9m526u6099y6:60078
6947,nuevo,11/12/2020,7i205g2662c1:57375
2825,nuevo,11/12/2020,2j802f2888v4:63346
6825,renovacion,11/12/2020,8h492v4101e1:53625
3487,perdida,11/12/2020,2q961u4452i8:89509
3278,renovacion,11/12/2020,4v701f3745a3:37690
9670,renovacion,11/12/2020,4t283z3441f6:93283
1787,nuevo,11/12/2020,3j659u3886a1:51731
2831,renovacion,11/12/2020,4p833h9007t9:30213
3703,perdida,11/12/2020,3g648c7517u0:37644
8790,perdida,11/12/2020,5b679j4873u0:36906
3907,renovacion,11/12/2020,1m846d4042p2:47913
6590,renovacion,11/12/2020,2o484g4788n1:85288
2774,renovacion,11/12/2020,4j712q2313q0:54327
7386,nuevo,11/12/2020,9s517d5799k5:19852
7194,nuevo,11/12/2020,1f517l1636r3:38574
1458,perdida,11/12/2020,9e265h8182w5:26047
8397,renovacion,11/12/2020,5t333p7248g4:25420
407,renovacion,11/12/2020,3w485t6713w7:51064
5257,renovacion,11/12/2020,7a427u8875s2:24865
236,renovacion,11/12/2020,8e863g2592n1:43669
9715,renovacion,11/12/2020,8n127c1854e4:62053
4124,perdida,11/12/2020,2z577u8220i3:22985
6503,nuevo,11/12/2020,4a376e4938i2:85720
3490,renovacion,11/12/2020,3g928k6763p2:40963
853,perdida,11/12/2020,6x483q8215y5:82615
9879,nuevo,11/12/2020,1u104p6926q4:58101
6371,nuevo,11/12/2020,7k367y4001y4:79163
4286,renovacion,11/12/2020,7f214z4651n7:12598
5909,perdida,11/12/2020,1q765d2907c4:76069
2748,perdida,11/12/2020,4o641g7372v1:35496
5592,nuevo,11/12/2020,4y368n8415m3:89522
6469,renovacion,11/12/2020,4h453t5061z3:66197
4429,renovacion,11/12/2020,7r918f9150n9:39490
4313,renovacion,11/12/2020,4p866u6270z7:97690
5910,renovacion,11/12/2020,9v180s7758r9:85069
504,renovacion,11/12/2020,1s117l2707l2:75867
4265,renovacion,11/12/2020,1u307i6662g2:97482
2325,perdida,11/12/2020,9y840y7586g6:64578
7559,nuevo,11/12/2020,5q380z6294k4:45775
2763,renovacion,11/12/2020,9r105z3762k0:85496
3944,renovacion,11/12/2020,8d439j9025d8:54238
1446,renovacion,11/12/2020,1c760i2322s0:99585
8943,perdida,11/12/2020,1z435e8744z3:61655
7919,nuevo,11/12/2020,8k917r9983k2:25990
7145,perdida,11/12/2020,1w912e6642k7:98160
2780,perdida,11/12/2020,8p723v9097n8:18610
4999,renovacion,11/12/2020,2t979p8756v7:78490
3441,perdida,11/12/2020,9q912a7614p2:24903
3535,perdida,11/12/2020,9h430p7992b4:91779
3254,nuevo,11/12/2020,6c625b3781g8:56127
6103,renovacion,11/12/2020,9k893g2090i7:56361
6348,renovacion,11/12/2020,5q832r8577y6:96726
2503,nuevo,11/12/2020,6r284p8476y7:45225
1658,nuevo,11/12/2020,6c979f3686q8:95624
9949,nuevo,11/12/2020,4g451j7828h6:56936
4225,nuevo,11/12/2020,3s725e1647d0:99945
6284,perdida,11/12/2020,2q397h7088r0:41256
3963,nuevo,11/12/2020,9k501j9560f1:35642
7597,nuevo,11/12/2020,6a558h3410a4:50701
9079,nuevo,11/12/2020,8b806l5111n4:95327
3307,nuevo,11/12/2020,5s250f2874s2:56803
190,renovacion,11/12/2020,7z937u4026q1:77786
2166,nuevo,11/12/2020,2c764k9821n0:13414
2144,perdida,11/12/2020,9l100f3589h1:13800
6569,renovacion,11/12/2020,1a404j5251i6:95097
4354,perdida,11/12/2020,5y490x1819v9:66414
4293,perdida,11/12/2020,1l985p3643g3:44684
6201,nuevo,11/12/2020,8o555h7264s3:23323
3634,renovacion,11/12/2020,8d279i6252m4:84316
7926,renovacion,11/12/2020,6m686i1949u1:69422
1084,nuevo,11/12/2020,8o345t8012m1:50266
3096,renovacion,11/12/2020,9c946h3765n3:78034
928,renovacion,11/12/2020,1n700j5031f9:33251
7524,renovacion,11/12/2020,1z883p8101n0:36967
611,nuevo,11/12/2020,5p684v8392k3:47707
2748,renovacion,11/12/2020,5v497c8489z0:11108
5847,nuevo,11/12/2020,2q270n4759d7:68472
3987,renovacion,11/12/2020,8s266v7859q6:18725
1614,renovacion,11/12/2020,6p919c2235b7:71055
3906,perdida,11/12/2020,3n392u3941c3:78056
278,nuevo,11/12/2020,3f843p1239h8:45696
6928,nuevo,11/12/2020,3j569e2172l7:49041
9513,renovacion,11/12/2020,3r364u6325u8:97772
5851,nuevo,11/12/2020,3d152a2790i6:94210
4471,nuevo,11/12/2020,7u707o5314g1:48076
4835,perdida,11/12/2020,5l663d9367i8:90634
7112,nuevo,11/12/2020,9u331r3004s4:27319
1148,perdida,11/12/2020,3h757f9189u0:87101
8178,perdida,11/12/2020,5a762s1464t0:20682
4052,renovacion,11/12/2020,9c965g3410u9:35769
9428,nuevo,11/12/2020,9b844p8393p3:23337
2661,perdida,11/12/2020,6h186e4131o4:57885
1763,nuevo,11/12/2020,5t149y1975y5:68255
9217,renovacion,11/12/2020,4d181b5595d5:61463
2686,nuevo,11/12/2020,8b794u3767b3:18366
1396,renovacion,11/12/2020,1e886w3907r1:24231
6495,renovacion,11/12/2020,5h492m8193j7:87947
2187,nuevo,11/12/2020,9q502f7556x5:96647
111,renovacion,11/12/2020,3f550y1870l9:71962
1394,renovacion,11/12/2020,3r867z9619n5:18468
9305,perdida,11/12/2020,2j430m9677w5:18812
768,renovacion,11/12/2020,5l877m3037t9:15708
8822,perdida,11/12/2020,6t339b3078z7:92911
3178,renovacion,11/12/2020,6x606u3129h2:64809
8050,nuevo,11/12/2020,4t294j8216v9:91300
3909,nuevo,11/12/2020,5c707d1805b8:21170
3541,nuevo,11/12/2020,2z721g2305b1:91942
8235,nuevo,11/12/2020,4i855o5118p7:63345
8666,nuevo,11/12/2020,3t944j5606r3:79709
1866,renovacion,11/12/2020,8o233t2326j4:94381
7011,renovacion,11/12/2020,2a181m4126v2:87256
1027,nuevo,11/12/2020,8j195f9693p1:81586
8901,renovacion,11/12/2020,4h969k4215s8:99278
7081,perdida,11/12/2020,5b634z2497s8:79998
9206,renovacion,11/12/2020,7h376i5768t2:17159
9698,renovacion,11/12/2020,3a855k8439p2:54323
4802,nuevo,11/12/2020,6a820r5501p7:71111
2996,renovacion,11/12/2020,6e921u2576f2:33541
8447,renovacion,11/12/2020,4c715k1836m8:75803
6279,nuevo,11/12/2020,3t298r1346h8:59145
1340,nuevo,11/12/2020,9e914k7280y1:84954
4729,perdida,11/12/2020,7v964v4662l1:54012
1561,renovacion,11/12/2020,9z575s7257g4:97161
7339,nuevo,11/12/2020,5f885n1714w9:72330
6777,renovacion,11/12/2020,3l873v7503n5:43948
955,renovacion,11/12/2020,9k954g8440l2:54461
9168,renovacion,11/12/2020,8t586c1075y7:94776
2624,nuevo,11/12/2020,6i681g1980e6:71115
9133,perdida,11/12/2020,2n346a5662b7:12358
8588,nuevo,11/12/2020,6q354i8375n8:20210
2143,renovacion,11/12/2020,6x182h1002g8:47644
7558,renovacion,11/12/2020,2h443j7496t6:33697
3842,renovacion,11/12/2020,6u451i5725a0:32343
6224,renovacion,11/12/2020,7a308l2159v5:67175
7908,nuevo,11/12/2020,8l938g1722z0:98596
6522,renovacion,11/12/2020,6o407e4378s5:97855
6830,nuevo,11/12/2020,8e905a1021o8:27727
2370,nuevo,11/12/2020,5h813k7751i4:23447
4308,perdida,11/12/2020,8m927c2581p6:26759
3553,renovacion,11/12/2020,5x297g7098o8:70407
250,perdida,11/12/2020,1f995h8573o1:62290
634,renovacion,11/12/2020,3e809d8596y3:28868
3955,renovacion,11/12/2020,4i559f6704d8:97835
6025,renovacion,11/12/2020,8k223o8866b6:87253
6104,renovacion,11/12/2020,5e820h9734t5:67973
4316,nuevo,11/12/2020,9s319g9434s2:30171
6633,renovacion,11/12/2020,4j985g9660u2:83021
45,renovacion,11/12/2020,1h100z9333v7:70353
4692,nuevo,11/12/2020,9m566g9437i0:41929
3906,renovacion,11/12/2020,5f880a7399z9:60253
5743,renovacion,11/12/2020,5z127x2297q5:60240
46,renovacion,11/12/2020,4d640q4106e7:80401
978,renovacion,11/12/2020,5j409m1032h9:23751
1021,perdida,11/12/2020,1c296d9822n6:21533
4561,renovacion,11/12/2020,9d343g6200w9:82038
8870,renovacion,11/12/2020,7x872w7477s0:52917
7688,nuevo,11/12/2020,8s847e4985o9:94649
2801,perdida,11/12/2020,2g355w5187g2:46464
1974,renovacion,11/12/2020,3w813g4069k4:64630
3005,renovacion,12/12/2020,8f810s4107m5:92575
5187,nuevo,12/12/2020,5e866m3848f3:86166
8928,renovacion,12/12/2020,9k534o9451v0:64430
8122,renovacion,12/12/2020,7e464c7708g7:88783
5962,renovacion,12/12/2020,1l751u7951o5:59734
4539,renovacion,12/12/2020,2n976j9567y7:39308
1816,renovacion,12/12/2020,8i561e4468z9:76464
3153,renovacion,12/12/2020,1b248z8978u4:67980
3205,nuevo,12/12/2020,2q200y5387g0:58554
2327,perdida,12/12/2020,8k549g1292o7:22563
188,renovacion,12/12/2020,2i344p5988c8:91515
915,renovacion,12/12/2020,8p557w2697n7:62043
8381,nuevo,12/12/2020,9v345m9246r1:47411
7868,perdida,12/12/2020,2y948l5292w5:82027
1249,renovacion,12/12/2020,6w694u5920u7:60567
9214,renovacion,12/12/2020,6v840e1223f8:24962
6123,nuevo,12/12/2020,9y916q9360q5:58672
5882,renovacion,12/12/2020,6r871u4639j7:47452
7853,nuevo,12/12/2020,9b946e7906h4:39467
6403,renovacion,12/12/2020,7u346d6271h7:63278
7677,renovacion,12/12/2020,1o232l6868a7:68764
2017,perdida,12/12/2020,6g275w9836z1:49934
5520,nuevo,12/12/2020,6e823h4640m8:69758
6957,nuevo,12/12/2020,5v829u3765n8:35644
4558,renovacion,12/12/2020,2a381d6436i0:37221
2990,renovacion,12/12/2020,9d257c1392b8:24432
4900,nuevo,12/12/2020,4z912y9464d8:12712
9310,renovacion,12/12/2020,6r610z1837c9:38473
8462,nuevo,12/12/2020,5t117l5793v1:36945
8468,nuevo,12/12/2020,5g820p8967l1:80972
5538,nuevo,12/12/2020,4m499u2617v7:46298
1396,renovacion,12/12/2020,9u591u9832m7:53718
9852,renovacion,12/12/2020,1w630p1130m3:93355
686,nuevo,12/12/2020,5m944p5886f2:50389
9760,renovacion,12/12/2020,8t230l9419l0:42248
7568,renovacion,12/12/2020,8a388g5054b5:55376
8185,nuevo,12/12/2020,4n941i3565w7:27872
9903,renovacion,12/12/2020,4m237q8698f6:91442
9793,renovacion,12/12/2020,7k220c3118r9:12452
8560,renovacion,12/12/2020,3w553y3656o8:33429
1977,renovacion,12/12/2020,9h341y8000v0:29746
2249,renovacion,12/12/2020,5w883a6209k9:27668
8725,nuevo,12/12/2020,5w182q1513c9:73321
4359,nuevo,12/12/2020,2m387d1843y4:74392
7524,nuevo,12/12/2020,4w766e7200q8:60699
1639,renovacion,12/12/2020,2l619f3391w0:40395
6433,renovacion,12/12/2020,9l288t8565i8:67888
8731,perdida,12/12/2020,6s236x9584y1:15376
4226,renovacion,12/12/2020,3i501q4924e5:15393
9085,renovacion,12/12/2020,7l674n1056t1:97045
5289,nuevo,12/12/2020,4d237p1469u5:61840
2179,renovacion,12/12/2020,6i653z6811v1:63001
2883,renovacion,12/12/2020,1q856i3139e3:34806
8727,perdida,12/12/2020,8z321d6958l9:75631
7963,renovacion,12/12/2020,8s556y2432r2:35432
1644,renovacion,12/12/2020,1d750f7637e7:31306
1409,nuevo,12/12/2020,3m807c6648t9:76434
3280,perdida,12/12/2020,2p280t1115e8:40062
332,nuevo,12/12/2020,5i917r4902g1:33920
376,renovacion,12/12/2020,5g857m4805q3:12650
1837,perdida,12/12/2020,5a359u5983q6:66534
7785,renovacion,12/12/2020,5n727r4171z0:19531
291,renovacion,12/12/2020,3w212d7109s1:80356
9417,perdida,12/12/2020,2h157k1542y6:30438
1351,renovacion,12/12/2020,8c754h4206k8:72648
5149,perdida,12/12/2020,6n689f4977g3:70959
3822,perdida,12/12/2020,4b751q3210a8:86875
1359,renovacion,12/12/2020,7t777o6817u8:31595
5483,renovacion,12/12/2020,1r647x9770x6:75770
2233,nuevo,12/12/2020,9s519y1670u5:21180
6146,renovacion,12/12/2020,3f607t8635f3:71393
9472,perdida,12/12/2020,5a785c2599a3:25089
527,renovacion,12/12/2020,1b894p9036l6:35204
3808,nuevo,12/12/2020,5p488n5886m1:34887
4449,renovacion,12/12/2020,3j429g7681s8:77626
8115,renovacion,12/12/2020,7g294t1057w7:72705
5561,renovacion,12/12/2020,6f464f6896r2:69576
5572,renovacion,12/12/2020,4x211u9577b2:31401
6730,renovacion,12/12/2020,2s952y4861x9:58894
3026,renovacion,12/12/2020,6z905i2808x3:68389
7531,nuevo,12/12/2020,9r166i9448i9:64506
433,nuevo,12/12/2020,2k877x3659k3:92177
4470,perdida,12/12/2020,8u113s8487v3:58133
6787,renovacion,12/12/2020,9k728d7149u8:39378
7623,nuevo,12/12/2020,5t380d7849n0:84395
7971,renovacion,12/12/2020,9r852u4492z2:38176
5313,perdida,12/12/2020,9s391f2577p0:19824
5563,perdida,12/12/2020,6i215p8404c4:69984
6791,perdida,12/12/2020,3f421x7916v0:46945
3352,renovacion,12/12/2020,4s683m3647y6:70182
9039,perdida,12/12/2020,9l697n1549l7:85363
7970,renovacion,12/12/2020,4z428z1842c6:84268
5348,nuevo,12/12/2020,8b543h5061c7:86074
9981,renovacion,12/12/2020,9r816m4194i2:42257
7563,perdida,12/12/2020,6p921v3893d2:16156
9096,nuevo,12/12/2020,8a531d2225s6:64527
2802,perdida,12/12/2020,2c582s2293p4:71731
7684,nuevo,12/12/2020,9c323p3794m6:32318
5140,renovacion,12/12/2020,4d350l8715t2:60670
1677,renovacion,12/12/2020,5z896t1698d7:56180
6048,renovacion,12/12/2020,2f813z3630v4:68662
547,renovacion,12/12/2020,5w307t4700u8:55023
7772,nuevo,12/12/2020,6r277u4245z1:36845
3250,perdida,12/12/2020,1f957e2260q9:21108
5219,renovacion,12/12/2020,7l640t6490u0:92487
5563,nuevo,12/12/2020,6v336v8900w3:55326
4973,renovacion,12/12/2020,9l122j5477o2:83914
7808,nuevo,12/12/2020,9i654b4560s0:67483
2249,renovacion,12/12/2020,1f950j3841s0:85050
5950,nuevo,12/12/2020,9v963o5703s8:12781
312,nuevo,12/12/2020,3x677w6350l5:73663
8663,renovacion,12/12/2020,3v445a2760t6:89414
3125,renovacion,12/12/2020,7g993s6345t0:16238
8715,perdida,12/12/2020,2i654k5246n6:58617
2328,renovacion,12/12/2020,3n690c3522e8:68882
5334,nuevo,12/12/2020,6g650p2295h5:76546
9917,renovacion,12/12/2020,9x924i5594m5:18396
1249,renovacion,12/12/2020,6h535x6547m2:94302
6479,perdida,12/12/2020,8l356g9032y5:69901
6668,renovacion,12/12/2020,8t492p9030z5:37673
5080,nuevo,12/12/2020,7x570e7160j1:48049
8414,nuevo,12/12/2020,3y290f2038x5:48497
3935,renovacion,12/12/2020,3v138q8399s1:27399
6296,renovacion,12/12/2020,3r212r1607w2:19233
7204,nuevo,12/12/2020,3y889k5410r2:95930
1112,renovacion,12/12/2020,7u356y1851g8:36136
9560,nuevo,12/12/2020,2h358z5474a9:67402
5934,renovacion,12/12/2020,9i835o8606w8:33377
1755,nuevo,12/12/2020,6v427b9008c3:24152
7938,renovacion,12/12/2020,7z823b5970q8:56106
9923,renovacion,12/12/2020,2n758m8639l3:60029
1340,perdida,12/12/2020,2e524m6333w4:70862
5581,nuevo,12/12/2020,3i502y4560x7:83302
5096,nuevo,12/12/2020,3r607b4941r6:62447
282,renovacion,12/12/2020,5v453w1094w8:54484
1246,renovacion,12/12/2020,7d138b5294n0:68215
9232,renovacion,12/12/2020,4v958b1551y0:57658
7390,renovacion,12/12/2020,3n492w2184p4:22412
2240,perdida,12/12/2020,4s571o4020w9:41448
1621,nuevo,12/12/2020,6y291p2923n9:51762
7729,nuevo,12/12/2020,3v436p9434g6:42103
9386,nuevo,12/12/2020,9u792p5284z4:26034
935,renovacion,12/12/2020,4g485d3307y7:68838
3078,renovacion,12/12/2020,4y979y6114v2:81876
9511,renovacion,12/12/2020,4b859x3657i5:52989
5899,renovacion,12/12/2020,3o595k7397p9:42373
3833,renovacion,12/12/2020,5n415t2540g0:27652
1633,renovacion,12/12/2020,1v144z8524r8:34240
9365,nuevo,12/12/2020,1q778d4941z9:74169
5659,nuevo,12/12/2020,9g171f6013s5:19748
2281,nuevo,12/12/2020,6e601n4502m8:65139
2425,nuevo,12/12/2020,9d712l8427d5:42371
5892,nuevo,12/12/2020,5i476e3163i3:36668
2140,renovacion,12/12/2020,3c551i2294c7:20919
8292,nuevo,12/12/2020,6t894j3897f6:68774
4708,renovacion,12/12/2020,8l641v9653o7:69077
6996,renovacion,12/12/2020,3t879o6154n4:13781
8382,perdida,12/12/2020,2z315c3572v7:49109
5287,nuevo,12/12/2020,3t780y4568e3:31961
9821,renovacion,12/12/2020,8z599m8621d0:45197
9065,renovacion,12/12/2020,6l870r2535o7:27531
6314,renovacion,12/12/2020,6t848w8650s4:96698
1218,nuevo,12/12/2020,2u770p3369k5:63553
6508,nuevo,12/12/2020,6z397p7650v2:48615
7953,renovacion,12/12/2020,2s479b4791a8:48740
1235,renovacion,12/12/2020,3e414g2196a4:35541
6719,renovacion,12/12/2020,5i185r9775v3:49146
8486,perdida,12/12/2020,1y801j2855y5:83242
3082,perdida,12/12/2020,4w706b7901t2:88267
5047,renovacion,12/12/2020,2n971y2208m4:18934
4439,renovacion,12/12/2020,9j632n7067w6:27519
1917,renovacion,12/12/2020,7j719m9035r5:87898
8084,renovacion,12/12/2020,2u948x9714l0:10929
924,perdida,12/12/2020,2b641d6340t9:60922
4343,nuevo,12/12/2020,1g498t8424r4:18655
4088,renovacion,12/12/2020,1p708i5147p1:79157
9916,renovacion,12/12/2020,3o342l8821f4:12686
3274,nuevo,12/12/2020,9v644y1708m3:15730
6782,perdida,12/12/2020,9d688f5284o0:25503
2366,renovacion,12/12/2020,8y977f4468n8:25555
6711,renovacion,12/12/2020,5o867z5503s4:17071
717,nuevo,12/12/2020,9m919e2567o6:19345
9396,perdida,12/12/2020,9f147f1618h1:42484
4085,renovacion,12/12/2020,4s599n3566r2:32445
6983,nuevo,12/12/2020,8f309k8574r0:89273
8535,nuevo,12/12/2020,9s403t2045p6:83688
1416,nuevo,12/12/2020,5p121i8247y9:28480
5422,nuevo,12/12/2020,6m875w5410i0:75833
7254,renovacion,12/12/2020,5p189e7702f7:20323
5639,perdida,12/12/2020,3p201g1963j4:56918
1512,renovacion,12/12/2020,2e407d3919i1:46089
5072,nuevo,12/12/2020,8j720e4938f7:41430
4808,renovacion,12/12/2020,1c931z5820d5:24211
4283,perdida,12/12/2020,9v590m3538s9:54671
9159,renovacion,12/12/2020,9d676u1071f9:26167
7131,renovacion,12/12/2020,3x586r3502u9:10465
9519,renovacion,12/12/2020,9i836f7488r0:71935
7664,nuevo,12/12/2020,7t844k3948b8:54478
181,renovacion,12/12/2020,4v985l4766y4:96804
5331,nuevo,12/12/2020,4h540r3369j9:46624
