id,nombre_completo,ciudad,banco,nro_transaccion,fecha,hora,monto,comentarios
21984,Odelia Reeman,Sucre,Banco Union,3.05121E+13,10/12/2020,07:50,17.00,s/n
21985,Anne-corinne Butland,Pando,Banco Union,3.00798E+13,20/11/2020,06:11,17.00,
21986,Consuelo Formigli,Tarija,Banco Union,3.53722E+15,06/12/2020,17:54,17.00,sn/ numero
21987,Bobby Minmagh,Santa Cruz,Banco Union,3.57527E+15,02/12/2020,08:30,17.00,ci caduco
21988,Micheil Semiras,Pando,Banco Union,4.91751E+15,03/12/2020,15:48,17.00,corresponsal
21989,Aindrea Carnalan,Beni,Banco Union,4.84437E+15,04/12/2020,10:26,17.00,
21990,Niki Angliss,Oruro,Banco Union,6.76321E+15,18/11/2020,13:32,17.00,s/n correo
21991,Lulu Lebond,Pando,Otros,4.04137E+12,30/11/2020,12:58,17.00,
21992,Kirbee Bestwerthick,La Paz,Banco Union,6.75972E+15,19/11/2020,08:03,17.00,
21993,Rodrique Bicker,Santa Cruz,Banco Union,3.55368E+15,06/12/2020,17:37,17.00,
21994,Daune Cumming,Tarija,Banco Union,3.52823E+15,06/11/2020,14:22,17.00,
21995,Delia Handforth,La Paz,Banco Union,5.10017E+15,30/11/2020,12:04,17.00,
21996,Adiana Cray,Tarija,Banco Union,6.76734E+17,03/11/2020,10:33,17.00,
21997,Rube Hirth,La Paz,Otros,3.53874E+15,27/11/2020,07:37,17.00,
21998,Crista Rabson,Oruro,Banco Union,6.38977E+15,04/12/2020,17:15,17.00,s/n boleta sufragio
21999,Vittorio Cutress,Beni,Otros,6.30444E+16,09/12/2020,07:56,17.00,ci caduco
22000,Tomi Bauman,Pando,Banco Union,3.56649E+15,12/11/2020,09:05,17.00,s/n
22001,Maximilianus Revington,Pando,Banco Union,4.04137E+12,22/11/2020,13:45,17.00,
22002,Starla Maude,La Paz,Banco Union,5.60221E+16,22/11/2020,15:18,17.00,
22003,Selene Heale,Beni,Banco Union,5.00767E+15,06/11/2020,12:17,17.00,
22004,Francisca Walsom,Potosi,Banco Union,5.47179E+15,29/11/2020,10:37,17.00,
22005,Dion Keggin,Potosi,Banco Union,3.55783E+15,30/11/2020,09:07,17.00,s/n boleta sufragio
22006,Kelcey Posen,Santa Cruz,Banco Union,3.57073E+15,12/11/2020,16:07,17.00,
22007,Smith Champney,Santa Cruz,Banco Union,3.53788E+15,05/12/2020,15:27,17.00,
22008,Tymothy Thurstance,Tarija,Banco Union,5.12035E+15,16/11/2020,15:59,17.00,
22009,Tracey McGinnell,Oruro,Banco Union,3.56708E+15,03/11/2020,15:08,17.00,ci caduco
22010,Giovanni Lewton,Beni,Otros,6.39888E+15,28/11/2020,08:33,17.00,pagado
22011,Wynn Trembath,Pando,Otros,6.33381E+17,15/12/2020,16:22,17.00,
22012,Erin Ollerearnshaw,Beni,Banco Union,4.90326E+15,11/12/2020,10:40,17.00,s/n boleta sufragio
22013,Ulrike Cridlon,Beni,Banco Union,5.28203E+15,06/12/2020,07:11,17.00,
22014,Rhetta Mahon,Beni,Otros,3.5866E+15,28/11/2020,07:04,17.00,
22015,Bowie Mayho,Santa Cruz,Banco Union,3.53749E+15,10/11/2020,11:59,17.00,
22016,Terrie Giocannoni,La Paz,Banco Union,2.01853E+14,07/11/2020,06:12,17.00,s/n boleta sufragio
22017,Orlan Siaspinski,Sucre,Otros,3.55577E+15,17/11/2020,08:08,17.00,
22018,Suki McMeekin,Potosi,Banco Union,3.01066E+13,13/12/2020,17:30,17.00,s/n
22019,Nicol Batters,Sucre,Banco Union,5.34978E+15,16/11/2020,07:00,17.00,
22020,Gretta Hardy-Piggin,Beni,Banco Union,3.54397E+15,04/11/2020,07:25,17.00,
22021,Eunice Passman,Beni,Banco Union,3.57239E+15,05/11/2020,06:21,17.00,corresponsal
22022,Elvera Surphliss,Santa Cruz,Otros,4.90528E+15,05/11/2020,09:08,17.00,
22023,Nat Risom,Beni,Banco Union,5.00236E+15,20/11/2020,07:53,17.00,
22024,Polly Gandey,La Paz,Banco Union,3.53242E+15,08/12/2020,06:44,17.00,
22025,Ricoriki Whitten,Pando,Otros,3.5743E+15,25/11/2020,08:57,17.00,
22026,Genvieve Joberne,La Paz,Banco Union,3.56069E+15,08/11/2020,09:27,17.00,
22027,Jarrett Eacott,Pando,Banco Union,3.74041E+14,02/11/2020,09:24,17.00,sn/ numero
22028,Sophronia Lefley,La Paz,Banco Union,3.5809E+15,06/11/2020,08:08,17.00,
22029,Dannie Coxhell,Beni,Banco Union,3.53135E+15,15/12/2020,07:01,17.00,
22030,Aime Iacobucci,Pando,Banco Union,4.91772E+15,18/11/2020,10:44,17.00,
22031,Kerry Himsworth,Beni,Otros,2.01442E+14,10/11/2020,14:03,17.00,
22032,Anetta Martugin,Sucre,Banco Union,3.57475E+15,01/11/2020,07:09,17.00,sn/ numero
22033,Darci Dametti,La Paz,Otros,5.48437E+15,14/11/2020,06:40,17.00,sn/ numero
22034,Bondy Ply,Oruro,Banco Union,3.54559E+15,27/11/2020,17:58,17.00,
22035,Hinda Allright,Santa Cruz,Banco Union,3.53951E+15,02/12/2020,13:41,17.00,
22036,Isabel Durgan,Oruro,Banco Union,3.57682E+15,15/11/2020,13:10,17.00,
22037,Kira Pepin,Potosi,Banco Union,4.50896E+15,12/11/2020,17:15,17.00,
22038,Tedmund Raikes,La Paz,Otros,2.01952E+14,17/11/2020,08:53,17.00,
22039,Avril Pessolt,Potosi,Banco Union,3.53834E+15,02/12/2020,15:32,17.00,
22040,Ed Eddington,La Paz,Banco Union,3.74623E+14,29/11/2020,13:14,17.00,ci caduco
22041,Jammal St. Quentin,Potosi,Otros,5.60224E+16,16/11/2020,06:01,17.00,
22042,Zandra Quartermain,Pando,Banco Union,5.10018E+15,08/11/2020,15:17,17.00,corresponsal
22043,Murry Ruthven,Sucre,Banco Union,3.57632E+15,20/11/2020,07:52,17.00,
22044,Amalia Ebben,Beni,Banco Union,6.3311E+17,09/11/2020,06:05,17.00,pagado
22045,Brnaby Artin,Santa Cruz,Otros,3.56409E+15,08/12/2020,13:57,17.00,
22046,Zorah Kitchinham,Sucre,Banco Union,3.55773E+15,13/11/2020,14:42,17.00,
22047,Braden Eldredge,Tarija,Banco Union,3.54105E+15,10/12/2020,15:23,17.00,
22048,Aubrey Brigham,Santa Cruz,Banco Union,6.3047E+17,02/12/2020,09:30,17.00,sn/ numero
22049,Hedvige Drewson,Tarija,Banco Union,6.38258E+15,02/12/2020,16:38,17.00,corresponsal
22050,Carlo Whymark,Potosi,Banco Union,3.53703E+15,14/12/2020,15:13,17.00,
22051,Joelly Tweedie,Sucre,Banco Union,5.00767E+15,18/11/2020,15:11,17.00,
22052,Hanni Grafton-Herbert,Beni,Otros,3.566E+15,07/11/2020,08:23,17.00,
22053,Dunn Brice,Pando,Banco Union,4.50844E+15,14/11/2020,14:22,17.00,
22054,Becki Lemmanbie,Oruro,Banco Union,5.01854E+16,02/12/2020,12:12,17.00,
22055,Bern Janczyk,Beni,Banco Union,6.7599E+16,23/11/2020,16:12,17.00,ci caduco
22056,Garv Pietzke,Oruro,Banco Union,3.58873E+15,07/12/2020,13:20,17.00,
22057,Rodolphe McLaughlin,Potosi,Otros,5.60225E+15,11/11/2020,14:16,17.00,ci caduco
22058,Edward Janecek,Tarija,Banco Union,3.54651E+15,02/11/2020,14:44,17.00,
22059,Leann Debold,Potosi,Banco Union,3.03707E+13,05/12/2020,09:23,17.00,
22060,Cheryl McGinnell,Oruro,Banco Union,3.0473E+13,15/11/2020,08:34,17.00,
22061,Kingston Thaine,Pando,Banco Union,3.74289E+14,04/12/2020,17:17,17.00,s/n boleta sufragio
22062,Web Wicklen,Sucre,Banco Union,4.91348E+15,08/11/2020,15:11,17.00,s/n correo
22063,Connor Pinkett,Tarija,Banco Union,5.52927E+15,02/12/2020,09:27,17.00,
22064,Saw Mayoh,La Paz,Banco Union,6.76745E+17,01/12/2020,12:07,17.00,
22065,Harald Roze,Potosi,Banco Union,3.58191E+15,01/12/2020,17:42,17.00,
22066,Wini Blasing,Santa Cruz,Banco Union,5.00767E+15,05/12/2020,13:15,17.00,
22067,Briny Broomfield,Pando,Banco Union,3.53616E+15,15/11/2020,17:54,17.00,ci caduco
22068,Sinclair Laughton,Sucre,Otros,3.55812E+15,03/12/2020,11:53,17.00,
22069,Tate Bullion,Potosi,Banco Union,4.90315E+15,10/12/2020,09:57,17.00,
22070,Nichole Ricker,Beni,Otros,3.56829E+15,16/11/2020,09:03,17.00,s/n boleta sufragio
22071,Charmaine Chalfont,Oruro,Banco Union,6.75978E+17,07/11/2020,15:32,17.00,pagado
22072,Lotta Concannon,Potosi,Banco Union,3.54049E+15,15/12/2020,09:22,17.00,
22073,Winona Perryman,La Paz,Banco Union,6.38929E+15,29/11/2020,12:31,17.00,
22074,Brynn Romanet,Sucre,Otros,3.52808E+15,08/12/2020,09:02,17.00,
22075,Perkin Serjeant,Tarija,Banco Union,3.58772E+15,21/11/2020,17:55,17.00,
22076,Jennette Touzey,Santa Cruz,Banco Union,3.01507E+13,17/11/2020,08:52,17.00,
22077,Heidie Antoniou,Beni,Banco Union,3.56106E+15,18/11/2020,15:49,17.00,
22078,Rasia Dyzart,Oruro,Otros,3.56533E+15,12/11/2020,08:42,17.00,
22079,Ellene Niesegen,Beni,Banco Union,3.53774E+15,02/12/2020,09:36,17.00,s/n
22080,Augustine Punter,Potosi,Banco Union,3.56701E+15,14/12/2020,15:42,17.00,
22081,Shoshana Twitchett,Potosi,Banco Union,5.0209E+17,14/12/2020,07:08,17.00,
22082,Dani Wellan,Pando,Otros,3.57657E+15,26/11/2020,13:42,17.00,
22083,Sherri Ivanovic,Pando,Banco Union,6.76185E+16,03/12/2020,13:17,17.00,pagado
22084,Ingmar Click,Tarija,Banco Union,3.55029E+15,07/12/2020,09:31,17.00,
22085,Mora Dunhill,Santa Cruz,Banco Union,3.54246E+15,04/12/2020,11:02,17.00,
22086,Bengt Skyrm,Pando,Banco Union,3.53063E+15,29/11/2020,06:41,17.00,sn/ numero
22087,Cyb Cottham,La Paz,Banco Union,5.60224E+15,07/11/2020,15:51,17.00,
22088,Farly Lanegran,Santa Cruz,Banco Union,6.77109E+16,09/12/2020,06:30,17.00,
22089,Petunia Culp,Santa Cruz,Banco Union,3.5447E+15,06/11/2020,13:19,17.00,
22090,Nada Baurerich,Beni,Banco Union,3.54329E+15,10/12/2020,16:28,17.00,
22091,Kyle Bastable,Potosi,Banco Union,3.57396E+15,30/11/2020,09:42,17.00,
22092,Helaina Thornton,Potosi,Banco Union,4.50844E+15,23/11/2020,09:06,17.00,
22093,Delinda Tabart,Santa Cruz,Banco Union,3.02081E+13,12/11/2020,06:19,17.00,s/n
22094,Lyn Banstead,Oruro,Banco Union,6.38337E+15,03/11/2020,16:08,17.00,
22095,Dino Billingsly,Oruro,Banco Union,3.53488E+15,29/11/2020,15:54,17.00,
22096,Kyla Baudry,Santa Cruz,Banco Union,5.00236E+15,11/12/2020,17:20,17.00,
22097,Rani Denman,Pando,Banco Union,3.53387E+15,27/11/2020,08:20,17.00,sn/ numero
22098,Terrie Crutchfield,Potosi,Banco Union,3.54231E+15,14/12/2020,08:45,17.00,
22099,Anton Martugin,Beni,Banco Union,3.58256E+15,21/11/2020,08:02,17.00,
22100,Annalee Corish,Tarija,Banco Union,6.70621E+17,03/12/2020,14:12,17.00,
22101,Kirk Fossitt,Santa Cruz,Otros,3.53666E+15,02/12/2020,11:28,17.00,
22102,Belva Shird,Beni,Banco Union,3.5725E+15,10/12/2020,11:05,17.00,s/n
22103,Hadria Cosens,Tarija,Banco Union,5.60224E+18,15/12/2020,13:21,17.00,s/n
22104,Aprilette Inkpen,Santa Cruz,Otros,5.60223E+15,16/11/2020,17:38,17.00,
22105,Gavra Greave,Pando,Otros,2.01859E+14,17/11/2020,08:06,17.00,
22106,Ashly Easom,Tarija,Banco Union,3.55367E+15,21/11/2020,16:15,17.00,
22107,Madelin Iannuzzelli,Beni,Banco Union,3.53026E+15,13/12/2020,15:30,17.00,
22108,Torrie Cotte,Pando,Otros,5.43048E+15,15/12/2020,14:16,17.00,ci caduco
22109,Antonella Sandhill,Tarija,Banco Union,5.03859E+15,12/12/2020,16:03,17.00,sn/ numero
22110,Vevay Elsmor,Beni,Banco Union,3.54341E+15,10/11/2020,09:03,17.00,s/n boleta sufragio
22111,Sergio Blowes,Potosi,Banco Union,3.56298E+15,28/11/2020,07:53,17.00,
22112,Elden Dwyer,Potosi,Banco Union,3.05111E+13,06/12/2020,13:19,17.00,
22113,Julita Knok,Oruro,Banco Union,5.60224E+15,05/11/2020,10:00,17.00,
22114,Marnie Scogin,Santa Cruz,Banco Union,5.60221E+15,19/11/2020,16:13,17.00,
22115,Janie Heading,La Paz,Banco Union,3.549E+15,30/11/2020,09:17,17.00,
22116,Scot MacGilmartin,Sucre,Otros,3.53907E+15,05/11/2020,10:38,17.00,
22117,Querida Dendle,Santa Cruz,Banco Union,5.00236E+15,19/11/2020,13:18,17.00,
22118,Linus Bulcock,Oruro,Banco Union,3.57755E+15,15/11/2020,13:58,17.00,
22119,Ekaterina Packer,Beni,Banco Union,5.49438E+15,15/12/2020,10:46,17.00,
22120,Bogart Dobell,Oruro,Banco Union,3.53714E+15,01/12/2020,08:56,17.00,
22121,Keen Gandley,Beni,Banco Union,6.76109E+15,01/11/2020,07:05,17.00,
22122,Dorothy Frowen,Pando,Otros,3.5351E+15,25/11/2020,06:30,17.00,
22123,Christi Lomasna,Santa Cruz,Banco Union,5.00235E+15,09/11/2020,13:22,17.00,
22124,Jayme Stathers,Oruro,Banco Union,5.60224E+15,04/11/2020,08:05,17.00,corresponsal
22125,Elsinore Birkwood,Santa Cruz,Banco Union,3.55293E+15,11/12/2020,13:05,17.00,
22126,Peyton Peasby,Potosi,Banco Union,4.79187E+12,11/12/2020,17:24,17.00,
22127,Ebba Bendin,Tarija,Banco Union,3.58467E+15,10/11/2020,13:44,17.00,
22128,Kirby Ollerhad,Oruro,Otros,2.0153E+14,06/11/2020,09:13,17.00,s/n boleta sufragio
22129,Hoebart Hanford,La Paz,Banco Union,3.56609E+15,07/11/2020,06:04,17.00,
22130,Tabor Emblow,Santa Cruz,Banco Union,6.7638E+15,29/11/2020,15:17,17.00,corresponsal
22131,Emily Terrell,Santa Cruz,Banco Union,3.53931E+15,04/11/2020,10:43,17.00,
22132,Ava Faloon,Tarija,Banco Union,3.55844E+15,13/12/2020,13:59,17.00,
22133,Stefan Lowmass,Beni,Otros,3.55246E+15,03/12/2020,06:49,17.00,
22134,Mace Garfitt,Potosi,Banco Union,4.91105E+15,17/11/2020,10:33,17.00,
22135,Fawne Balcon,Santa Cruz,Otros,4.91329E+15,28/11/2020,12:27,17.00,
22136,Pam MacNelly,Pando,Banco Union,3.03609E+13,09/12/2020,10:38,17.00,
22137,Livvy Augustin,Oruro,Banco Union,6.33111E+17,10/12/2020,17:26,17.00,s/n
22138,Parker Moreland,Tarija,Banco Union,3.42074E+14,10/11/2020,14:37,17.00,
22139,Luce Farquar,Santa Cruz,Banco Union,6.77166E+17,30/11/2020,06:03,17.00,
22140,Lurleen Bake,Tarija,Otros,4.93693E+17,01/11/2020,11:14,17.00,ci caduco
22141,Kristy Dymond,Santa Cruz,Banco Union,5.60221E+15,11/12/2020,11:00,17.00,
22142,Daisie Sansom,Tarija,Banco Union,3.56722E+15,08/12/2020,11:20,17.00,
22143,Dari Lye,Potosi,Banco Union,3.53797E+15,04/12/2020,07:55,17.00,
22144,Georg Faircley,Beni,Banco Union,4.90353E+18,10/12/2020,07:25,17.00,
22145,Samara Hastie,Beni,Otros,5.37807E+15,10/12/2020,11:47,17.00,
22146,Calvin Snugg,Beni,Banco Union,3.55234E+15,09/11/2020,12:07,17.00,
22147,Bobbi Donn,Tarija,Otros,3.57374E+15,22/11/2020,06:04,17.00,
22148,Floyd Fouracre,Oruro,Banco Union,3.52957E+15,10/12/2020,13:06,17.00,s/n correo
22149,Oates Fronzek,Oruro,Banco Union,3.54465E+15,28/11/2020,11:11,17.00,
22150,Denney MacGarvey,Santa Cruz,Banco Union,3.53465E+15,03/11/2020,11:45,17.00,
22151,Ellswerth O' Cuolahan,Tarija,Banco Union,5.00766E+15,09/12/2020,06:04,17.00,s/n
22152,Noach Hinsche,Beni,Banco Union,3.54737E+15,15/11/2020,11:52,17.00,s/n correo
22153,Ros Coursor,Sucre,Banco Union,6.38783E+15,01/11/2020,16:03,17.00,s/n correo
22154,Joanie Trunkfield,Santa Cruz,Banco Union,5.60224E+15,23/11/2020,09:12,17.00,s/n correo
22155,Carry Huckett,Oruro,Banco Union,3.57757E+15,10/12/2020,16:59,17.00,
22156,Dory Gowing,Santa Cruz,Banco Union,3.55735E+15,06/11/2020,06:07,17.00,
22157,Montague Erskine Sandys,Sucre,Banco Union,3.56001E+15,03/11/2020,07:09,17.00,
22158,Lorain Bredee,Oruro,Banco Union,3.53116E+15,19/11/2020,06:23,17.00,
22159,Alethea Matijevic,La Paz,Banco Union,3.55664E+15,03/12/2020,17:38,17.00,
22160,Beverie Mayman,Beni,Banco Union,5.64183E+18,03/12/2020,14:25,17.00,
22161,Wendell McRae,Tarija,Banco Union,6.7616E+18,01/12/2020,09:43,17.00,
22162,Joycelin Smurthwaite,Oruro,Banco Union,6.37256E+15,18/11/2020,06:48,17.00,pagado
22163,Sileas Dursley,Beni,Banco Union,3.58827E+15,11/11/2020,12:51,17.00,
22164,Edie Hawgood,Pando,Banco Union,5.00766E+15,08/11/2020,09:06,17.00,
22165,Giulio Nelsen,Potosi,Banco Union,3.57786E+15,11/11/2020,13:52,17.00,
22166,Armando Cottill,Tarija,Banco Union,3.58066E+15,28/11/2020,09:07,17.00,
22167,Rakel Sidebotham,Santa Cruz,Banco Union,3.57064E+15,04/12/2020,14:01,17.00,sn/ numero
22168,Thia Bundy,Pando,Banco Union,3.58125E+15,09/12/2020,06:22,17.00,s/n correo
22169,Sheila Whittles,Potosi,Otros,5.60223E+15,11/11/2020,13:10,17.00,
22170,Tillie O'Growgane,Tarija,Banco Union,3.00209E+13,09/12/2020,16:08,17.00,
22171,Raffaello Queripel,Potosi,Banco Union,6.75939E+15,21/11/2020,06:31,17.00,
22172,Casi Sindell,La Paz,Banco Union,3.74288E+14,04/11/2020,08:19,17.00,
22173,Anny MacMeekan,Sucre,Banco Union,3.54915E+15,23/11/2020,12:47,17.00,
22174,Norris Autie,Santa Cruz,Otros,3.57147E+15,04/12/2020,06:10,17.00,
22175,Domingo Pothbury,Santa Cruz,Otros,3.58936E+15,09/12/2020,13:54,17.00,
22176,Natal Ellis,Pando,Banco Union,4.91375E+15,16/11/2020,08:06,17.00,pagado
22177,Dominique Stiggles,Tarija,Banco Union,3.5318E+15,07/11/2020,13:36,17.00,
22178,Scotty Perrot,Potosi,Banco Union,6.38929E+15,10/11/2020,15:38,17.00,s/n boleta sufragio
22179,Burnard Dawks,Santa Cruz,Banco Union,3.53347E+15,05/12/2020,11:22,17.00,
22180,Marillin Wagenen,Potosi,Banco Union,3.57585E+15,13/12/2020,13:50,17.00,
22181,Vaclav Gorman,Tarija,Banco Union,3.57453E+15,10/12/2020,12:14,17.00,
22182,Tracey Standring,Santa Cruz,Banco Union,3.54024E+15,28/11/2020,12:48,17.00,
22183,Lew Petricek,Pando,Banco Union,3.58321E+15,14/12/2020,13:37,17.00,pagado
22184,Angelo Romain,Pando,Banco Union,3.58334E+15,14/12/2020,13:34,17.00,
22185,Harriette Langshaw,Santa Cruz,Banco Union,5.60225E+17,04/12/2020,11:16,17.00,
22186,Alis Boynes,Beni,Otros,5.60223E+18,03/12/2020,12:19,17.00,
22187,Emily Bestiman,Potosi,Banco Union,5.04837E+15,01/12/2020,06:59,17.00,pagado
22188,Godart McAneny,La Paz,Banco Union,3.52829E+15,07/12/2020,15:29,17.00,corresponsal
22189,Freda Zorzin,Tarija,Banco Union,3.00737E+13,28/11/2020,10:17,17.00,
22190,Glen Alyonov,Pando,Banco Union,2.01693E+14,27/11/2020,12:44,17.00,
22191,Tim Boggish,Santa Cruz,Otros,6.70973E+16,16/11/2020,17:21,17.00,s/n
22192,Lloyd Bellhouse,La Paz,Banco Union,3.57152E+15,10/11/2020,14:48,17.00,
22193,Marlie Blaszczyk,Sucre,Otros,3.5302E+15,08/12/2020,07:37,17.00,s/n correo
22194,Kermit Bazely,Santa Cruz,Banco Union,6.38296E+15,27/11/2020,11:49,17.00,
22195,Moria Maxweell,Pando,Banco Union,4.50863E+15,13/12/2020,07:16,17.00,
22196,Cookie Ortiger,Beni,Banco Union,4.84452E+15,22/11/2020,09:34,17.00,sn/ numero
22197,Jesus Bernuzzi,Santa Cruz,Banco Union,3.56294E+15,06/11/2020,10:20,17.00,
22198,Irwinn Fitzsimon,Potosi,Banco Union,6.38856E+15,13/11/2020,06:57,17.00,
22199,Ignatius Bonfield,La Paz,Banco Union,3.74289E+14,18/11/2020,09:38,17.00,s/n boleta sufragio
22200,Julissa Grey,Pando,Banco Union,3.04348E+13,04/12/2020,09:47,17.00,
22201,Nesta Bustard,Potosi,Otros,3.54005E+15,08/11/2020,06:04,17.00,
22202,Killie Paxeford,Santa Cruz,Banco Union,5.60226E+17,09/11/2020,16:10,17.00,
22203,Annadiane Couche,Santa Cruz,Banco Union,3.53627E+15,20/11/2020,14:27,17.00,
22204,Welsh Borrow,Santa Cruz,Banco Union,5.61048E+15,07/11/2020,12:09,17.00,
22205,Emmet Cubbinelli,Pando,Otros,5.10875E+15,07/11/2020,15:03,17.00,s/n correo
22206,Trisha Hulett,Sucre,Banco Union,3.53571E+15,11/11/2020,10:41,17.00,pagado
22207,Calvin BoHlingolsen,Santa Cruz,Banco Union,3.53362E+15,14/12/2020,09:20,17.00,
22208,Dionysus Grichukhanov,Sucre,Banco Union,3.57512E+15,14/11/2020,09:38,17.00,
22209,Kiersten Boxhall,La Paz,Banco Union,5.3982E+15,11/12/2020,16:05,17.00,s/n correo
22210,Bernadene Scarlon,Potosi,Banco Union,3.03536E+13,03/12/2020,14:05,17.00,
22211,Ricki Neeves,Oruro,Banco Union,2.01914E+14,12/11/2020,10:06,17.00,
22212,Alberik Mutch,Pando,Banco Union,6.70699E+17,07/12/2020,17:13,17.00,s/n correo
22213,Dougy Yurasov,Tarija,Banco Union,3.58516E+15,03/11/2020,08:14,17.00,sn/ numero
22214,Chrisse Dixon,Beni,Banco Union,3.56029E+15,20/11/2020,06:05,17.00,
22215,Betsey Phillpot,Santa Cruz,Banco Union,5.60222E+15,08/11/2020,15:04,17.00,corresponsal
22216,Lilith Draycott,Pando,Banco Union,5.8932E+16,10/12/2020,16:11,17.00,
22217,Alphonso M'Barron,Sucre,Banco Union,6.70608E+16,24/11/2020,13:02,17.00,
22218,Savina Cornelis,La Paz,Banco Union,3.54927E+15,07/12/2020,10:59,17.00,sn/ numero
22219,Kennie Revell,Pando,Banco Union,6.7633E+16,25/11/2020,15:39,17.00,
22220,Matty Bircher,Sucre,Otros,3.54557E+15,09/11/2020,12:55,17.00,
22221,Lenee Philipsson,Tarija,Banco Union,3.55409E+15,08/12/2020,09:05,17.00,
22222,Basia Wingate,Pando,Otros,6.30435E+17,25/11/2020,15:06,17.00,
22223,Murdoch Gilffillan,La Paz,Banco Union,3.56151E+15,19/11/2020,07:29,17.00,
22224,Shay Bonallack,Santa Cruz,Banco Union,6.3041E+15,08/12/2020,17:43,17.00,
22225,Henrik Medlar,Pando,Banco Union,3.58228E+15,18/11/2020,14:05,17.00,
22226,Keelby Girod,Potosi,Banco Union,3.02809E+13,21/11/2020,14:43,17.00,
22227,Marty Morhall,Santa Cruz,Banco Union,5.60224E+15,04/12/2020,16:04,17.00,
22228,Veronique Ethelston,La Paz,Banco Union,3.56594E+15,05/12/2020,10:59,17.00,
22229,Biddy Costan,Tarija,Banco Union,3.5331E+15,22/11/2020,15:57,17.00,corresponsal
22230,Kirby Degue,Beni,Banco Union,3.54747E+15,12/12/2020,14:54,17.00,
22231,Adrea Collinge,Tarija,Banco Union,6.33111E+18,10/11/2020,07:32,17.00,
22232,Ethelred Leneham,Santa Cruz,Banco Union,3.55819E+15,09/11/2020,16:54,17.00,
22233,Wandis Heather,Santa Cruz,Banco Union,6.30444E+15,13/12/2020,09:00,17.00,
22234,Ricki Russell,Sucre,Banco Union,5.04838E+15,24/11/2020,17:48,17.00,
22235,Idalina Skewis,Santa Cruz,Otros,5.02081E+18,26/11/2020,14:45,17.00,sn/ numero
22236,Patience Arbuckel,Sucre,Banco Union,5.60221E+18,14/12/2020,15:31,17.00,
22237,Coraline Fosberry,Santa Cruz,Banco Union,3.02871E+13,15/11/2020,08:53,17.00,
22238,Mina Packwood,Pando,Otros,3.53726E+15,23/11/2020,06:36,17.00,s/n boleta sufragio
22239,Estelle Plak,Oruro,Banco Union,3.53503E+15,08/11/2020,13:39,17.00,pagado
22240,Shirlee Folcarelli,La Paz,Banco Union,3.57132E+15,07/11/2020,09:18,17.00,
22241,Adelina Pressdee,Pando,Banco Union,3.5612E+15,12/11/2020,08:55,17.00,s/n
22242,Guenevere Dooland,La Paz,Banco Union,3.58754E+15,08/12/2020,07:28,17.00,
22243,Alexandro Cobbin,Santa Cruz,Banco Union,3.37941E+14,06/12/2020,13:00,17.00,
22244,Skipp Anthiftle,Oruro,Banco Union,5.10015E+15,16/11/2020,16:24,17.00,s/n correo
22245,Murry Bierton,Pando,Banco Union,6.76226E+15,15/11/2020,12:23,17.00,
22246,Aimee Gillogley,Pando,Banco Union,3.54788E+15,21/11/2020,06:54,17.00,
22247,Gallard Keightley,Potosi,Banco Union,2.01724E+14,26/11/2020,16:48,17.00,ci caduco
22248,Abe Dubble,Potosi,Otros,3.56198E+15,11/11/2020,06:51,17.00,pagado
22249,Erminia Kocher,Pando,Banco Union,6.33383E+15,13/11/2020,12:10,17.00,
22250,Isidro Bukac,Oruro,Banco Union,5.00766E+15,27/11/2020,17:56,17.00,sn/ numero
22251,Svend Marling,Santa Cruz,Banco Union,6.30435E+16,16/11/2020,12:58,17.00,ci caduco
22252,Mano Pirot,Beni,Otros,3.58851E+15,30/11/2020,17:24,17.00,
22253,Teador Scowcroft,Santa Cruz,Otros,5.03829E+17,10/11/2020,11:05,17.00,
22254,Violante Critch,Santa Cruz,Banco Union,3.53553E+15,18/11/2020,09:27,17.00,
22255,Sanford Openshaw,Oruro,Banco Union,5.41037E+15,05/12/2020,16:04,17.00,
22256,Lucas Troak,Tarija,Banco Union,5.89313E+15,16/11/2020,10:13,17.00,
22257,Carin Brower,Oruro,Banco Union,6.3311E+15,01/11/2020,07:01,17.00,
22258,Micheline Robiou,Oruro,Banco Union,3.72302E+14,12/12/2020,08:12,17.00,ci caduco
22259,Ali Esler,Pando,Banco Union,3.56391E+15,02/11/2020,16:55,17.00,pagado
22260,Edvard Foukx,Tarija,Banco Union,3.03705E+13,07/11/2020,11:50,17.00,
22261,Demott Nelmes,Beni,Banco Union,5.60222E+15,04/11/2020,07:42,17.00,
22262,Magnum Coggill,Tarija,Banco Union,3.53373E+15,26/11/2020,10:59,17.00,
22263,Candi Broomfield,Sucre,Otros,3.57628E+15,06/12/2020,12:28,17.00,
22264,Maribeth Casillis,Sucre,Banco Union,3.57578E+15,01/11/2020,06:32,17.00,
22265,Mavis Lumpkin,Beni,Banco Union,3.53632E+15,26/11/2020,12:21,17.00,
22266,Annabel Hegerty,Santa Cruz,Banco Union,4.91346E+15,17/11/2020,14:52,17.00,s/n boleta sufragio
22267,Billy Petyanin,La Paz,Banco Union,6.70677E+16,15/12/2020,08:52,17.00,
22268,Layney Milne,Santa Cruz,Banco Union,3.58971E+15,02/11/2020,15:48,17.00,s/n correo
22269,Rorie Sawers,Tarija,Banco Union,2.01459E+14,10/12/2020,07:33,17.00,
